filename,source,title,url,sha256,bytes,estimated_pages,raw_estimated_pages,estimated_image_xobjects,license
IPCC_AR6_SYR_FullVolume.pdf,ipcc,IPCC AR6 Synthesis Report Full Volume,https://www.ipcc.ch/report/ar6/syr/downloads/report/IPCC_AR6_SYR_FullVolume.pdf,f5258cf9434fd8887848e334197b6397ad6e107a6f06ddf21a00b2bce3f5dee6,4913496,200,1,58,IPCC public report; check source terms
IPCC_AR6_WGI_FullReport.pdf,ipcc,IPCC AR6 Working Group I Full Report,https://www.ipcc.ch/report/ar6/wg1/downloads/report/IPCC_AR6_WGI_FullReport.pdf,10b4774ef4cc6618618e645f469695a2fb19a36cae79f0622e01eabcff6e6848,352240074,2409,2048,4792,IPCC public report; check source terms
